barely,adv,"только, просто; едва, лишь",1017,2.605,
bark,n,лай; v- лаять; рявкать; barking - лай; лающий,1821,1.221,
bartender,n,"бармен, буфетчик",2302,872.0,
base,n,"основа; база; v- основывать, базировать",907,3.063,"The logarithm to base 2 of 8 is 3. || Peter adjusted the equalizer on his audio equipment to emphasize the bass. || The conductor preferred to situate the bass in the middle rear, rather than to one side of the orchestra. || Halfway through middle school, Edgar morphed from a soprano to a bass, much to the amazement and amusement of his fellow choristers. || The musician swung the bass over his head like an axe and smashed it into the amplifier, creating a discordant howl of noise. || The score had been written without the treble and bass, but it was easy to pick out which was which based on the location of the notes on the staff. || base bullion || base Latin || A base estate is one held by services not honourable, or held by villenage. Such a tenure is called base, or low, and the tenant is a base tenant. || The giant spoke in a deep, bass, rumbling voice that shook me to my boots."
baseball,n,бейсбол,2359,847.0,
basement,n,"основание, фундамент; подвал; (полу)подвальный этаж",1543,1.532,
basket,n,корзина,2406,822.0,
bastard,n,незаконнорожденный ребенок; разг.-груб. ублюдок и т.п.,1126,2.328,
bath,n,ванна,2421,813.0,"a bath of heated sand, ashes, steam, or hot air || Most Americans don't know 'WC' and many Brits mock 'bathroom' but almost everyone understands 'toilet' or 'lavatory'."
bathroom,n,ванная; туалет,734,3.951,Most Americans don't know 'WC' and many Brits mock 'bathroom' but almost everyone understands 'toilet' or 'lavatory'.
batter,v,"сильно бить, колотить; разбиваться; биться",2261,900.0,
battle,n,"битва, сражение, бой",1214,2.103,"the battle of life || Scientists always battle over theories. || She has been battling cancer for years. || battle grass, battle pasture || battle soil, battle land"
bay,n,"залив, бухта",1334,1.864,
beach,n,пляж; взморье,841,3.314,
beam,n,луч; сияние; v- светить; сиять,1021,2.598,
bean,n,боб,1962,1.116,"I haven't got a bean. || The pitcher beaned the batter, rather than letting him hit another home run."
beard,n,борода; борода и усы; bearded бородатый; усатый,1883,1.172,
beast,n,зверь; животное,1366,1.811,
beat,v,"(beat; beaten [bJtn]) бить(ся), ударять(ся); n- ритм, такт, бой",263,12.607,"a beat of the heart; the beat of the pulse || the beat of him || a dead beat || As soon as she heard that her father had died, she went into a rage and beat the wall with her fists until her knuckles bled. || He danced hypnotically while she beat the atabaque. || I just can't seem to beat the last level of this video game. || Beat the eggs and whip the cream. || He wanted $50 for it, but I managed to beat him down to $35. || to beat a retreat; to beat to quarters || The drums beat. || The drummers beat to call soldiers to their quarters. || He beat me there. || Bruv, she came in just as we started to beat. || He beat me out of 12 bucks last night. || After the long day, she was feeling completely beat. || Dude, you drive a beat car like that and you ain’t gonna get no honeys. || Her makeup was beat!"
